Time,Throughput
6.0,0.003072
6.5,0.003072
7.0,0.003072
7.5,0.004608
8.0,0.004608
8.5,0.003072
9.0,0.003072
9.5,0.004608
10.0,0.003072
10.5,0.004608
11.0,0.003072
11.5,0.004608
12.0,0.003072
12.5,0.004608
13.0,0.003072
13.5,0.004608
14.0,0.003072
14.5,0.004608
15.0,0.003072
15.5,0.004608
16.0,0.001536
